Concept ID	GB/US FSN Term (For reference only)	Translated Term	Language Code	Case significance	Type	Language reference set	Acceptability	Language reference set	Acceptability	Language reference set	Acceptability
840698008	Product containing precisely dabigatran etexilate (as dabigatran etexilate mesilate) 75 milligram/1 each conventional release oral capsule (clinical drug)	dabigatranetexilat (som dabigatranetexilatmesylat) 75 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
871837004	Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens (medicinal product)	läkemedel som endast innehåller antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
838481002	Product containing only trastuzumab deruxtecan in parenteral dose form (medicinal product form)	läkemedel som endast innehåller trastuzumab deruxtekan, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840599008	Vaccine product containing Borrelia burgdorferi antigen (medicinal product)	läkemedel som innehåller antigen från Borrelia burgdorferi	sv	cI	SYNONYM	Swedish	PREFERRED
863979003	Product containing precisely ibrutinib 140 milligram/1 each conventional release oral capsule (clinical drug)	ibrutinib 140 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
830046008	Product containing dapagliflozin and metformin and saxagliptin in oral dose form (medicinal product form)	läkemedel som innehåller dapagliflozin, metformin och saxagliptin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836505003	Vaccine product containing Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
836462004	Product containing fluorodopa (18-F) in parenteral dose form (medicinal product form)	läkemedel som innehåller fluorodopa (^18^F), parenteral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
836465002	Product containing enfortumab vedotin (medicinal product)	läkemedel som innehåller enfortumab vedotin	sv	ci	SYNONYM	Swedish	PREFERRED
871878002	Vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens (medicinal product)	läkemedel som endast innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
863945004	Product containing precisely osilodrostat (as osilodrostat phosphate) 10 milligram/1 each conventional release oral tablet (clinical drug)	osilodrostat (som osilodrostatfosfat) 10 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
871766009	Vaccine product containing only live attenuated Measles morbillivirus antigen (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat mässlingvirus	sv	ci	SYNONYM	Swedish	PREFERRED
864010002	Product containing precisely isavuconazole (as isavuconazonium sulfate) 200 milligram/1 vial powder for conventional release solution for injection (clinical drug)	isavukonazol (som isavukonazoniumsulfat) 200 mg/injektionsflaska, pulver till injektionsvätska	sv	cI	SYNONYM	Swedish	PREFERRED
836376002	Vaccine product containing Mumps orthorubulavirus and Rubella virus antigens (medicinal product)	läkemedel som innehåller antigen från påssjukevirus och antigen från rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
865888008	Product containing precisely nintedanib (as nintedanib esilate) 100 milligram/1 each conventional release oral capsule (clinical drug)	nintedanib (som nintedanibesilat) 100 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
871714000	Product containing only tucatinib (medicinal product)	läkemedel som endast innehåller tukatinib	sv	ci	SYNONYM	Swedish	PREFERRED
870617005	Product containing bempedoic acid and ezetimibe in oral dose form (medicinal product form)	läkemedel som innehåller bempedinsyra och ezetimib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840650004	Product containing precisely ibuprofen 100 milligram/1 each conventional release chewable capsule (clinical drug)	ibuprofen 100 mg, översättning saknas: 840651000 | Conventional release chewable capsule (dose form) |	sv	cI	SYNONYM	Swedish	PREFERRED
871797008	Product containing precisely ozanimod (as ozanimod hydrochloride) 920 microgram/1 each conventional release oral capsule (clinical drug)	ozanimod (som ozanimodhydroklorid) översättning saknas: 871791009 | 920 (qualifier value) | mikrog, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
860760008	Product containing rimegepant in oral dose form (medicinal product form)	läkemedel som innehåller rimegepant, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838474009	Product containing lumateperone (medicinal product)	läkemedel som innehåller lumateperon	sv	ci	SYNONYM	Swedish	PREFERRED
836400005	Vaccine product containing Adenovirus antigen (medicinal product)	läkemedel som innehåller antigen från adenovirus	sv	ci	SYNONYM	Swedish	PREFERRED
870758005	Product containing precisely selumetinib 25 milligram/1 each conventional release oral capsule (clinical drug)	selumetinib 25 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
871722007	Vaccine product containing only Adenovirus antigen (medicinal product)	läkemedel som endast innehåller antigen från adenovirus	sv	ci	SYNONYM	Swedish	PREFERRED
871712001	Product containing only tucatinib in oral dose form (medicinal product form)	läkemedel som endast innehåller tukatinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840652007	Product containing precisely pirfenidone 267 milligram/1 each conventional release oral tablet (clinical drug)	pirfenidon 267 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
870611006	Product containing bempedoic acid in oral dose form (medicinal product form)	läkemedel som innehåller bempedinsyra, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
860929000	Product containing benzamide structure (product)	läkemedel som innehåller substans med bensamidstruktur	sv	ci	SYNONYM	Swedish	PREFERRED
864000006	Product containing precisely silver sulfadiazine 10 milligram/1 gram conventional release cutaneous cream (clinical drug)	silversulfadiazin 10 mg/g, hudkräm	sv	cI	SYNONYM	Swedish	PREFERRED
865970001	Vaccine product containing Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B and Hepatitis B virus antigens (medicinal product)	läkemedel som innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae, antigen från Haemophilus influenzae typ B och hepatit B-antigen	sv	cI	SYNONYM	Swedish	PREFERRED
836360006	Product containing cysteine in parenteral dose form (medicinal product form)	läkemedel som innehåller cystein, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838484005	Product containing golodirsen in parenteral dose form (medicinal product form)	läkemedel som innehåller golodirsen, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863992000	Product containing precisely nintedanib (as nintedanib esilate) 150 milligram/1 each conventional release oral capsule (clinical drug)	nintedanib (som nintedanibesilat) 150 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
863986006	Product containing precisely palbociclib 100 milligram/1 each conventional release oral capsule (clinical drug)	palbociklib 100 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
870493002	Product containing amikacin liposome in pulmonary dose form (medicinal product form)	läkemedel som innehåller amikacinliposom, pulmonell läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
864008004	Product containing only silver sulfadiazine (medicinal product)	läkemedel som endast innehåller silversulfadiazin	sv	ci	SYNONYM	Swedish	PREFERRED
871795000	Product containing precisely ozanimod (as ozanimod hydrochloride) 230 microgram/1 each conventional release oral capsule (clinical drug)	ozanimod (som ozanimodhydroklorid) översättning saknas: 871792002 | 230 (qualifier value) | mikrog, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840663005	Product containing precisely lenalidomide 15 milligram/1 each conventional release oral capsule (clinical drug)	lenalidomid 15 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840666002	Product containing only erdosteine in oral dose form (medicinal product form)	läkemedel som endast innehåller erdostein, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840556003	Product containing asenapine in transdermal dose form (medicinal product form)	läkemedel som innehåller asenapin, transdermal läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
868270005	Product containing precisely colecalciferol 175 microgram/1 each conventional release oral capsule (clinical drug)	kolekalciferol 175 mikrog, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840664004	Product containing precisely erdosteine 300 milligram/1 each conventional release oral capsule (clinical drug)	erdostein 300 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
871768005	Vaccine product containing only Influenza virus antigen in nasal dose form (medicinal product)	läkemedel som endast innehåller antigen från influensavirus	sv	ci	SYNONYM	Swedish	PREFERRED
836502000	Vaccine product containing Clostridium tetani and Corynebacterium diphtheriae antigens (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani och antigen från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
846648000	Product containing only bromhexine (medicinal product)	läkemedel som endast innehåller bromhexin	sv	ci	SYNONYM	Swedish	PREFERRED
840659003	Product containing only pirfenidone in oral dose form (medicinal product form)	läkemedel som endast innehåller pirfenidon, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
871718002	Vaccine product containing only Yersinia pestis antigen (medicinal product)	läkemedel som endast innehåller antigen från Yersinia pesti	sv	cI	SYNONYM	Swedish	PREFERRED
871804001	Vaccine product containing only Hepatitis A virus and Salmonella enterica subspecies enterica serovar Typhi antigens (medicinal product)	läkemedel som endast innehåller antigen från Salmonella enterica, underart enterica serovar typhi och antigen från hepatit A-virus	sv	cI	SYNONYM	Swedish	PREFERRED
871830002	Vaccine product containing Corynebacterium diphtheriae toxoid antigen (medicinal product)	läkemedel som innehåller antigen från inaktiverat toxin från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
836379009	Vaccine product containing Human papillomavirus antigen (medicinal product)	läkemedel som innehåller antigen från humant papillomvirus	sv	ci	SYNONYM	Swedish	PREFERRED
836461006	Product containing only fluorodopa (18-F) (medicinal product)	läkemedel som endast innehåller fluorodopa (^18^F)	sv	cI	SYNONYM	Swedish	PREFERRED
871787004	Product containing eptinezumab (medicinal product)	läkemedel som innehåller eptinezumab	sv	ci	SYNONYM	Swedish	PREFERRED
870498006	Product containing sufentanil in oromucosal dose form (medicinal product form)	läkemedel som innehåller sufentanil, läkemedelsform för munhåla	sv	ci	SYNONYM	Swedish	PREFERRED
870753001	Product containing selumetinib (medicinal product)	läkemedel som innehåller selumetinib	sv	ci	SYNONYM	Swedish	PREFERRED
871729003	Vaccine product containing only Corynebacterium diphtheriae antigen (medicinal product)	läkemedel som endast innehåller antigen från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
840397009	Product containing teprotumumab (medicinal product)	läkemedel som innehåller teprotumumab	sv	ci	SYNONYM	Swedish	PREFERRED
860769009	Product containing isatuximab (medicinal product)	läkemedel som innehåller isatuximab	sv	ci	SYNONYM	Swedish	PREFERRED
838493006	Product containing only lemborexant (medicinal product)	läkemedel som endast innehåller lemborexant	sv	ci	SYNONYM	Swedish	PREFERRED
860759003	Product containing only rimegepant in oral dose form (medicinal product form)	läkemedel som endast innehåller rimegepant, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836377006	Vaccine product containing Influenza virus antigen (medicinal product)	läkemedel som innehåller antigen från influensavirus	sv	ci	SYNONYM	Swedish	PREFERRED
838472008	Product containing avapritinib in oral dose form (medicinal product form)	läkemedel som innehåller avapritinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838480001	Product containing trastuzumab deruxtecan in parenteral dose form (medicinal product form)	läkemedel som innehåller trastuzumab deruxtekan, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
870503009	Product containing afamelanotide in parenteral dose form (medicinal product form)	läkemedel som innehåller afamelanotid, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836463009	Product containing only fluorodopa (18-F) in parenteral dose form (medicinal product form)	läkemedel som endast innehåller fluorodopa (^18^F), parenteral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
836466001	Product containing only enfortumab vedotin (medicinal product)	läkemedel som endast innehåller enfortumab vedotin	sv	ci	SYNONYM	Swedish	PREFERRED
836501007	Vaccine product containing Hepatitis A virus and Salmonella enterica subspecies enterica serovar Typhi antigens (medicinal product)	läkemedel som innehåller antigen från Salmonella enterica, underart enterica serovar typhi och antigen från hepatit A-virus	sv	cI	SYNONYM	Swedish	PREFERRED
840551008	Vaccine product containing Francisella tularensis antigen (medicinal product)	läkemedel som innehåller antigen från Francisella tularensis	sv	cI	SYNONYM	Swedish	PREFERRED
870487005	Product containing sulfadiazine in cutaneous dose form (medicinal product form)	läkemedel som innehåller sulfadiazin, kutan läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840655009	Product containing precisely pirfenidone 267 milligram/1 each conventional release oral capsule (clinical drug)	pirfenidon 267 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840657001	Product containing precisely stiripentol 250 milligram/1 each conventional release oral capsule (clinical drug)	stiripentol 250 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
830209000	Product containing zanubrutinib in oral dose form (medicinal product form)	läkemedel som innehåller zanubrutinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836369007	Vaccine product containing virus antigen (medicinal product)	läkemedel som innehåller virusantigen	sv	ci	SYNONYM	Swedish	PREFERRED
840613000	Product containing precisely autologous cultured chondrocyte 30 million unit/1 milliliter conventional release intraarticular implant (clinical drug)	autolog odlad kondrocyt 30 miljonenheter/ml, översättning saknas: 840614006 | Conventional release intraarticular implant (dose form) |	sv	cI	SYNONYM	Swedish	PREFERRED
871789001	Product containing eptinezumab in parenteral dose form (medicinal product form)	läkemedel som innehåller eptinezumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
870488000	Product containing orexin receptor antagonist (product)	läkemedel som innehåller orexinreceptorantagonist	sv	ci	SYNONYM	Swedish	PREFERRED
870490004	Product containing serpin protease inhibitor (product)	läkemedel som innehåller serinproteashämmare	sv	ci	SYNONYM	Swedish	PREFERRED
838482009	Product containing golodirsen (medicinal product)	läkemedel som innehåller golodirsen	sv	ci	SYNONYM	Swedish	PREFERRED
833304007	Product containing voxelotor (medicinal product)	läkemedel som innehåller voxelotor	sv	ci	SYNONYM	Swedish	PREFERRED
864005001	Product containing lomitapide in oral dose form (medicinal product form)	läkemedel som innehåller lomitapid, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836503005	Vaccine product containing Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (medicinal product)	läkemedel som innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani och antigen från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
787859002	Vaccine product (medicinal product)	läkemedel	sv	ci	SYNONYM	Swedish	PREFERRED
830118008	Medicinal product acting as loop diuretic (product)	läkemedel med översättning saknas: 830116007 | Loop diuretic therapeutic role (role) |	sv	ci	SYNONYM	Swedish	PREFERRED
863988007	Product containing precisely panobinostat (as panobinostat lactate) 10 milligram/1 each conventional release oral capsule (clinical drug)	panobinostat (som panobistatlaktat) 10 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
870756009	Product containing selumetinib in oral dose form (medicinal product form)	läkemedel som innehåller selumetinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830045007	Product containing only dapagliflozin and metformin and saxagliptin in oral dose form (medicinal product form)	läkemedel som endast innehåller dapagliflozin, metformin och saxagliptin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830214001	Product containing luspatercept in parenteral dose form (medicinal product form)	läkemedel som innehåller luspatercept, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830063007	Product containing amoxicillin and omeprazole and rifabutin (medicinal product)	läkemedel som innehåller amoxicillin, omeprazol och rifabutin	sv	ci	SYNONYM	Swedish	PREFERRED
830243009	Product containing only givosiran in parenteral dose form (medicinal product form)	läkemedel som endast innehåller givosiran, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830205006	Product containing only cefiderocol (medicinal product)	läkemedel som endast innehåller cefiderokol	sv	ci	SYNONYM	Swedish	PREFERRED
830207003	Product containing only cefiderocol in parenteral dose form (medicinal product form)	läkemedel som endast innehåller cefiderokol, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830108003	Product containing only mannitol in pulmonary dose form (medicinal product form)	läkemedel som endast innehåller mannitol, pulmonell läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830100005	Product containing givosiran (medicinal product)	läkemedel som innehåller givosiran	sv	ci	SYNONYM	Swedish	PREFERRED
830245002	Product containing only cenobamate (medicinal product)	läkemedel som endast innehåller cenobamat	sv	ci	SYNONYM	Swedish	PREFERRED
833307000	Product containing only voxelotor in oral dose form (medicinal product form)	läkemedel som endast innehåller voxelotor, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830247005	Product containing only cenobamate in oral dose form (medicinal product form)	läkemedel som endast innehåller cenobamat, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
833305008	Product containing only voxelotor (medicinal product)	läkemedel som endast innehåller voxelotor	sv	ci	SYNONYM	Swedish	PREFERRED
830203004	Product containing only crizanlizumab (medicinal product)	läkemedel som endast innehåller krizanlizumab	sv	ci	SYNONYM	Swedish	PREFERRED
836361005	Product containing only cysteine in parenteral dose form (medicinal product form)	läkemedel som endast innehåller cystein, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830065000	Product containing amoxicillin and omeprazole and rifabutin in oral dose form (medicinal product form)	läkemedel som innehåller amoxicillin, omeprazol och rifabutin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830110001	Product containing only mesna in pulmonary dose form (medicinal product form)	läkemedel som endast innehåller mesna, pulmonell läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830211009	Product containing luspatercept (medicinal product)	läkemedel som innehåller luspatercept	sv	ci	SYNONYM	Swedish	PREFERRED
830102002	Product containing crizanlizumab (medicinal product)	läkemedel som innehåller krizanlizumab	sv	ci	SYNONYM	Swedish	PREFERRED
830241006	Product containing only givosiran (medicinal product)	läkemedel som endast innehåller givosiran	sv	ci	SYNONYM	Swedish	PREFERRED
601000221108	Vaccine product containing Bordetella pertussis antigen (medicinal product)	läkemedel som innehåller antigen från Bordetella pertussis	sv	cI	SYNONYM	Swedish	PREFERRED
318351000221106	Pediatric vaccine product containing only acellular Bordetella pertussis and Clostridium tetani toxoid and Corynebacterium diphtheriae toxoid and inactivated whole Human Poliovirus serotype 1, 2 and 3 antigens (medicinal product)	läkemedel som endast innehåller acellulärt kikhosteantigen, antigen från inaktiverat humant poliovirus, serotyp 1, antigen från inaktiverat humant poliovirus, serotyp 2, antigen från inaktiverat humant poliovirus, serotyp 3, antigen från inaktiverat toxin från Clostridium tetani och antigen från inaktiverat toxin från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
2261000221104	Vaccine product containing only influenza A virus subtypes H1N1 and H3N2 and influenza B virus Victoria and Yamagata lineage antigens (medicinal product)	läkemedel som endast innehåller antigen från influensavirus A, subtyp H1N1, antigen från influensavirus A, subtyp H3N2, antigen från influensavirus B, victorialinjen och antigen från influensavirus B, yamagatalinjen	sv	cI	SYNONYM	Swedish	PREFERRED
312068008	Medicinal product acting as macromolecular blood substitute (product)	läkemedel med översättning saknas: 840575008 | Macromolecular blood substitute therapeutic role (role) |	sv	ci	SYNONYM	Swedish	PREFERRED
319941000221104	Vaccine product containing only live attenuated Mycobacterium bovis antigen (medicinal product form)	läkemedel som endast innehåller antigen från Bacillus Calmette-Guerin, parenteral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
318341000221109	Pediatric vaccine product containing only acellular Bordetella pertussis and Corynebacterium diphtheriae toxoid and Clostridium tetani toxoid and Haemophilus influenzae type B capsular polysaccharide conjugated antigens (medicinal product)	läkemedel som endast innehåller acellulärt kikhosteantigen, antigen från inaktiverat toxin från Clostridium tetani, antigen från inaktiverat toxin från Corynebacterium diphtheriae och antigen, konjugerad kapselpolysackarid från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
2221000221107	Vaccine product containing only live attenuated Human alphaherpesvirus 3 antigen (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat humant alfaherpesvirus 3	sv	ci	SYNONYM	Swedish	PREFERRED
2251000221101	Vaccine product containing only live attenuated Measles morbillivirus and Mumps orthorubulavirus and Rubella virus and Human alphaherpesvirus 3 antigens (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat humant alfaherpesvirus 3, antigen från levande försvagat mässlingvirus, antigen från levande försvagat påsjuke-ortorubulavirus och antigen från levande försvagat rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
2241000221103	Vaccine product containing only live attenuated Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat mässlingvirus, antigen från levande försvagat påsjuke-ortorubulavirus och antigen från levande försvagat rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
2191000221103	Vaccine product containing only inactivated whole Rabies lyssavirus antigen grown in cellular line (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat helt rabies lyssavirus, odlat i cellinje	sv	ci	SYNONYM	Swedish	PREFERRED
2201000221100	Vaccine product containing only inactivated whole Rabies lyssavirus antigen grown in brain tissue (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat helt rabies lyssavirus, odlat i hjärnvävnad	sv	ci	SYNONYM	Swedish	PREFERRED
2231000221105	Vaccine product containing only live attenuated Measles morbillivirus and Rubella virus antigens (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat mässlingvirus och antigen från levande försvagat rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
2091000221104	Pediatric vaccine product containing only acellular Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B and Human poliovirus antigens (medicinal product)	läkemedel som endast innehåller acellulärt kikhosteantigen, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae, antigen från Haemophilus influenzae typ B och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
2171000221104	Vaccine product containing only Salmonella enterica subspecies enterica serovar Typhi capsular polysaccharide unconjugated antigen in parenteral dose form (medicinal product form)	läkemedel som endast innehåller kapsulärt polysackaridantigen från Salmonella enterica, underart enterica serovar typhi, parenteral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
1971000221105	Vaccine product containing only Neisseria meningitidis serogroup A, C, W135 and Y capsular polysaccharide conjugated antigens (medicinal product)	läkemedel som endast innehåller antigen, kapselpolysackarid från Neisseria meningitidis, serogrupp A, konjugerat, antigen, kapselpolysackarid från Neisseria meningitidis, serogrupp C, konjugerat, antigen, kapselpolysackarid från Neisseria meningitidis, serogrupp W135, konjugerat och antigen, kapselpolysackarid från Neisseria meningitidis, serogrupp Y, konjugerat	sv	cI	SYNONYM	Swedish	PREFERRED
2101000221107	Pediatric vaccine product containing only acellular Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B and Hepatitis B virus and Human Poliovirus antigens (medicinal product)	läkemedel som endast innehåller acellulärt kikhosteantigen, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae, antigen från Haemophilus influenzae typ B, antigen från poliovirus och hepatit B-antigen	sv	cI	SYNONYM	Swedish	PREFERRED
2081000221102	Pediatric vaccine product containing only acellular Bordetella pertussis, Clostridium tetani and Corynebacterium diphtheriae toxoids, Haemophilus influenzae type B capsular polysaccharide conjugated, Hepatitis B virus surface antigens (medicinal product)	läkemedel som endast innehåller acellulärt kikhosteantigen, antigen från inaktiverat toxin från Clostridium tetani, antigen från inaktiverat toxin från Corynebacterium diphtheriae, antigen, konjugerad kapselpolysackarid från Haemophilus influenzae typ B och hepatit B-ytantigen	sv	cI	SYNONYM	Swedish	PREFERRED
1111000221101	Vaccine product containing only live attenuated Junin virus antigen (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat juninvirus	sv	ci	SYNONYM	Swedish	PREFERRED
1991000221106	Vaccine product containing only Human papillomavirus 16 and 18 antigens (medicinal product)	läkemedel som endast innehåller antigen från humant papillomvirus typ 16 och antigen från humant papillomvirus typ 18	sv	ci	SYNONYM	Swedish	PREFERRED
1801000221105	Vaccine product containing only Streptococcus pneumoniae capsular polysaccharide antigen conjugated (medicinal product)	läkemedel som endast innehåller konjugerat antigen från Streptococcus pneumoniae	sv	cI	SYNONYM	Swedish	PREFERRED
121000221105	Vaccine product containing only inactivated whole Hepatitis A and Hepatitis B surface antigens (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat hepatit A-virus och hepatit B-ytantigen	sv	cI	SYNONYM	Swedish	PREFERRED
2211000221102	Vaccine product containing only influenza A virus subtypes H1N1 and H3N2 and influenza B virus Victoria lineage antigens (medicinal product)	läkemedel som endast innehåller antigen från influensavirus A, subtyp H1N1, antigen från influensavirus A, subtyp H3N2 och antigen från influensavirus B, victorialinjen	sv	cI	SYNONYM	Swedish	PREFERRED
2071000221100	Pediatric vaccine product containing only whole cell Bordetella pertussis and Corynebacterium diphtheriae toxoid and Clostridium tetani toxoid and Haemophilus influenzae type B capsular polysaccharide conjugated antigens (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat toxin från Clostridium tetani, antigen från inaktiverat toxin från Corynebacterium diphtheriae, antigen, konjugerad kapselpolysackarid från Haemophilus influenzae typ B och helcellsantigen från pertussis	sv	cI	SYNONYM	Swedish	PREFERRED
2061000221109	Pediatric vaccine product containing only whole cell Bordetella pertussis and Clostridium tetani toxoid and Corynebacterium diphtheriae toxoid (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat toxin från Clostridium tetani, antigen från inaktiverat toxin från Corynebacterium diphtheriae och helcellsantigen från pertussis	sv	cI	SYNONYM	Swedish	PREFERRED
1101000221104	Vaccine product containing Clostridium tetani toxoid antigen (medicinal product)	läkemedel som innehåller antigen från inaktiverat toxin från Clostridium tetani	sv	cI	SYNONYM	Swedish	PREFERRED
1121000221106	Vaccine product containing only live attenuated Yellow fever virus antigen (medicinal product)	läkemedel som endast innehåller antigen från levande försvagat gula febern-virus	sv	ci	SYNONYM	Swedish	PREFERRED
1861000221106	Vaccine product containing only live attenuated Mycobacterium bovis antigen (medicinal product)	läkemedel som endast innehåller antigen från Bacillus Calmette-Guerin	sv	cI	SYNONYM	Swedish	PREFERRED
2041000221105	Vaccine product containing only Haemophilus influenzae type B capsular polysaccharide antigen conjugated (medicinal product)	läkemedel som endast innehåller antigen, konjugerad kapselpolysackarid från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
2031000221103	Adult vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae toxoids (medicinal product)	läkemedel som endast innehåller antigen från inaktiverat toxin från Clostridium tetani och antigen från inaktiverat toxin från Corynebacterium diphtheriae	sv	cI	SYNONYM	Swedish	PREFERRED
1031000221108	Vaccine product containing Human poliovirus antigen (medicinal product)	läkemedel som innehåller antigen från poliovirus	sv	ci	SYNONYM	Swedish	PREFERRED
2181000221101	Vaccine product containing only Vibrio cholerae antigen in oral dose form (medicinal product form)	läkemedel som endast innehåller antigen från Vibrio cholerae, oral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
1001000221103	Vaccine product containing only inactivated whole Vibrio cholerae antigen in oral dose form (medicinal product form)	läkemedel som endast innehåller antigen från inaktiverad Vibrio cholerae, oral läkemedelsform	sv	cI	SYNONYM	Swedish	PREFERRED
1181000221105	Vaccine product containing only Influenza virus antigen (medicinal product)	läkemedel som endast innehåller antigen från influensavirus	sv	ci	SYNONYM	Swedish	PREFERRED
